ingredient_code,ingredient_name,ingredient_slug,description
ING004687,Enzym Protease,enzym-protease,50iu
ING004688,Enzym Amylase,enzym-amylase,250iu
ING004689,Hạt dẻ ngựa,hat-de-ngua,100mg
ING004690,Magie Hydroxit,magie-hydroxit,30mg
ING004691,Tam thất bắc,tam-that-bac,50mg
ING004692,Xạ đen,xa-den,50mg
ING004693,Bột vỏ cam quýt,bot-vo-cam-quyt,120mg
ING004694,Cao nhũ hương Ấn Độ,cao-nhu-huong-an-do,100mg
ING004695,Bột lá và thân Nhân Sâm Đương Quy Nhật Bản,bot-la-va-than-nhan-sam-duong-quy-nhat-ban,60mg
ING004696,Bột Vẹm mỏ xanh,bot-vem-mo-xanh,30mg
ING004697,Bột chiết xuất nhựa thơm Guggui,bot-chiet-xuat-nhua-thom-guggui,20mg
ING004698,Bột lá cây Neem,bot-la-cay-neem,20mg
ING004699,Tinh chất men bia,tinh-chat-men-bia,125mg
ING004700,Cascara Sagrada,cascara-sagrada,150mg
ING004701,Psyllium husk,psyllium-husk,50mg
ING004702,Fennel seeds,fennel-seeds,5mg
ING004703,Cayenne peppers,cayenne-peppers,10mg
ING004704,Dịch chiết hạt cỏ Cà ri,dich-chiet-hat-co-ca-ri,500mg
ING004705,chiết xuất từ rễ cây nghệ,chiet-xuat-tu-re-cay-nghe,500mg
ING004706,Chiết xuất hạt tiêu đen,chiet-xuat-hat-tieu-den,5mg
ING004707,Bifidobacterium Breve,bifidobacterium-breve,10^9cfu
ING004708,Chiết xuất tảo xoắn,chiet-xuat-tao-xoan,10mg
ING004709,"Bột chiết xuất rau củ tổng hợp (Trái cây, thực vật (Rau xanh, củ, quả và hạt (Lá non lúa mạch, cải xoăn, súp lơ, bắp cải, lá củ cải, bí ngô, khoai lang tím, cải chip, mùi tây, cà rốt, cần tây, mướp đắng, cải bó xôi, dâu tằm, rau đay, ngải cứu, cải thảo, măng tây, cà chua, cải muối, củ sen))(10:1)",bot-chiet-xuat-rau-cu-tong-hop-trai-cay-thuc-vat-rau-xanh-cu-qua-va-hat-la-non-lua-mach-cai-xoan-sup-lo-bap-cai-la-cu-cai-bi-ngo-khoai-lang-tim-cai-chip-mui-tay-ca-rot-can-tay-muop-dang-cai-bo-xoi-dau-tam-rau-day-ngai-cuu-cai-thao-mang-tay-ca-chua-cai-muoi-cu-sen101,200mg
ING004710,"Bột chiết xuất trái cây tổng hợp (Trái cây (táo, lê, bưởi, chanh dây, chanh, nho đỏ, dâu tây, dứa, xoài, vải thiều, cam, kiwi, đào, việt quất, nam việt quất, quả mâm xôi))",bot-chiet-xuat-trai-cay-tong-hop-trai-cay-tao-le-buoi-chanh-day-chanh-nho-do-dau-tay-dua-xoai-vai-thieu-cam-kiwi-dao-viet-quat-nam-viet-quat-qua-mam-xoi,10mg
ING004711,Vi khuẩn Bifidobacterium BR 108,vi-khuan-bifidobacterium-br-108,4mg
ING004712,Digezyme,digezyme,25mg
ING004713,Promitor,promitor,5g
ING004714,GOS (Galacto Oligosaccharide),gos-galacto-oligosaccharide,500mg
ING004715,Lactoferrin,lactoferrin,10mg
ING004716,Sữa non,sua-non,50mg
ING004717,Đu đủ,du-du,21mg
ING004718,Bột ngũ cốc,bot-ngu-coc,105mg
ING004719,Cao men bia,cao-men-bia,260mg
ING004720,Lactium,lactium,250mg
ING004721,Bạch phục linh,bach-phuc-linh,50mg
ING004722,Nấm đầu khỉ Hericium erinaceus,nam-dau-khi-hericium-erinaceus,100mg
ING004723,Lá khôi tía,la-khoi-tia,90mg
ING004724,Tinh bột nghệ đen,tinh-bot-nghe-den,150mg
ING004725,Spirulina,spirulina,100mg
ING004726,chiết xuất chanh,chiet-xuat-chanh,100mg
ING004727,Chiết xuất rau diếp xoăn,chiet-xuat-rau-diep-xoan,100mg
ING004728,Chiết xuất hồ lô ba,chiet-xuat-ho-lo-ba,100mg
ING004729,Chiết xuất cải xoong,chiet-xuat-cai-xoong,100mg
ING004730,Chiết xuất hoa bia,chiet-xuat-hoa-bia,100mg
ING004731,Chiết xuất cây oải hương,chiet-xuat-cay-oai-huong,100mg
ING004732,Chiết xuất cây nhựa thơm hương chanh,chiet-xuat-cay-nhua-thom-huong-chanh,100mg
ING004733,Chiết xuất cam,chiet-xuat-cam,100mg
ING004734,Chiết xuất cỏ roi ngựa,chiet-xuat-co-roi-ngua,100mg
ING004735,Serenoa,serenoa,100mg
ING004736,Măng cụt (Vỏ quả),mang-cut-vo-qua,150mg
ING004737,Bột sắn,bot-san,
ING004738,Giganosin,giganosin,250mg
ING004739,Mucosave FG HIA,mucosave-fg-hia,100mg
ING004740,Lactobacillus plantarum,lactobacillus-plantarum,
ING004741,Bifidobacterium animalis subsp.lactis,bifidobacterium-animalis-subsplactis,100.000.000CFU
ING004742,Mộc hương bắc,moc-huong-bac,150mg
ING004743,Dầu thì,dau-thi,2mg
ING004744,Dầu hồi,dau-hoi,2mg
ING004745,Dầu cây Caraway,dau-cay-caraway,2mg
ING004746,Tinh dầu hướng dương,tinh-dau-huong-duong,
ING004747,Lactobacillus reuteri DMS 17938,lactobacillus-reuteri-dms-17938,
ING004748,Tinh dầu lõi cọ,tinh-dau-loi-co,
ING004749,Lactobacillus Gasseri,lactobacillus-gasseri,
ING004750,Lactobacillus Johnsonii,lactobacillus-johnsonii,
ING004751,Lactobacillus Salivarius,lactobacillus-salivarius,
ING004752,Bifidobacterium bifidum,bifidobacterium-bifidum,
ING004753,Bifidobacterium longum subsp. infantis,bifidobacterium-longum-subsp-infantis,
ING004754,Bifidobacterium animalis subsp. Lactis,bifidobacterium-animalis-subsp-lactis,
ING004755,Cao đương quy,cao-duong-quy,75mg
ING004756,Lá lốt (Lá),la-lot-la,80mg
ING004757,Slippery Elm,slippery-elm,100mg
ING004758,Yến sào thủy phân,yen-sao-thuy-phan,300mg
ING004759,Ngân nhĩ,ngan-nhi,1500mg
ING004760,immunepath-ip,immunepath-ip,10mg
ING004761,Fungal Diastase,fungal-diastase,20mg
ING004762,PVP K30,pvp-k30,3.75mg
ING004763,Flavor capsil orange,flavor-capsil-orange,100mg
ING004764,Color (Sunset yellow),color-sunset-yellow,1.8mg
ING004765,Mucosave,mucosave,100mg
ING004766,Probiotic,probiotic,2x10^8cfu
ING004767,Bột Vân mộc hương,bot-van-moc-huong,50mg
ING004768,Cao khô Vân mộc hương,cao-kho-van-moc-huong,10mg
ING004769,Khoai lang,khoai-lang,5mg
ING004770,Amylase,amylase,21.5mg
ING004771,Glucoamylase,glucoamylase,13.8mg
ING004772,Lipase,lipase,13.3mg
ING004773,Protease 3.0,protease-30,7.5mg
ING004774,Protease 4.5,protease-45,3.9mg
ING004775,Orafti synergy,orafti-synergy,2500mg
ING004776,Bifidobacterium,bifidobacterium,10^8cfu
ING004777,ImmuneGamma,immunegamma,100mg
ING004778,Meriva,meriva,5mg
ING004779,HMO,hmo,5mg
ING004780,Bán Hạ bắc,ban-ha-bac,30mg
ING004781,Erythritol,erythritol,
ING004782,Chất béo và dầu ăn được,chat-beo-va-dau-an-duoc,
ING004783,Chất xơ Oligosaccharides,chat-xo-oligosaccharides,0.03g
ING004784,Lá mâm xôi,la-mam-xoi, 
ING004785,Siro cây thừa,siro-cay-thua,40%
ING004786,sợi keo,soi-keo,15%
ING004787,Chiết xuất táo,chiet-xuat-tao,275mg
ING004788,chiết xuất củ nghệ,chiet-xuat-cu-nghe,275mg
ING004789,chiết xuất hydroglycerin của cây tự nhiên,chiet-xuat-hydroglycerin-cua-cay-tu-nhien,7.5%
ING004790,chiết xuất cây hồ lô ba (fenugrec),chiet-xuat-cay-ho-lo-ba-fenugrec,275mg
ING004791,chiết xuất của gừng 9 (zinger),chiet-xuat-cua-gung-9-zinger,275mg
ING004792,chiết xuất của rau diếp xoắn (chicory),chiet-xuat-cua-rau-diep-xoan-chicory,275mg
ING004793,chiết xuất của cây cải xoong (cresson),chiet-xuat-cua-cay-cai-xoong-cresson,275mg
ING004794,Nước khử khoáng,nuoc-khu-khoang,
ING004795,Dịch chiết hoa Lạc tiên tây,dich-chiet-hoa-lac-tien-tay,
ING004796,Dịch chiết hoa Đoạn lá bạc,dich-chiet-hoa-doan-la-bac,
ING004797,dịch chiết lá Tía tô đất,dich-chiet-la-tia-to-dat,
ING004798,tinh dầu Tía tô đất,tinh-dau-tia-to-dat,
ING004799,Nước ép táo cô đặc,nuoc-ep-tao-co-dac, 
ING004800,Dịch chiết mầm Lúa mì,dich-chiet-mam-lua-mi, 
ING004801,Dịch chiết Phấn hoa,dich-chiet-phan-hoa, 
ING004802,Dịch chiết rễ Long đởm vàng,dich-chiet-re-long-dom-vang, 
ING004803,Dịch chiết ngọn Centaury,dich-chiet-ngon-centaury, 
ING004804,Cỏ cà ri,co-ca-ri, 
ING004805,5-HTP (5 Hydroxytryptophan),5-htp-5-hydroxytryptophan,3mg
ING004806,Cao cúc tím,cao-cuc-tim,40mg
ING004807,Men Saccharomyces boulardii đông khô,men-saccharomyces-boulardii-dong-kho,250mg
ING004808,Xích thược (Rễ),xich-thuoc-re,100mg
ING004809,Xuyên khung (Thân rễ),xuyen-khung-than-re,100mg
ING004810,Rau đắng biển,rau-dang-bien,134mg
ING004811,Dầu gan cá tuyết,dau-gan-ca-tuyet,200mg
ING004812,Melatonin,melatonin,1mg
ING004813,DHA 10%,dha-10percent,20mg
ING004814,Men gạo đỏ,men-gao-do,100mg
ING004815,Cao giảo cổ lam,cao-giao-co-lam,100mg
ING004816,Chiết xuất lá Bạch quả,chiet-xuat-la-bach-qua,120mg
ING004817,Chiết xuất hoa nghệ tây,chiet-xuat-hoa-nghe-tay,1mg
ING004818,Chiết xuất lá dâu tằm,chiet-xuat-la-dau-tam,6mg
ING004819,Glycinebetaine,glycinebetaine,20mg
ING004820,Rễ nữ lang,re-nu-lang,160mg
ING004821,Omega-3 fatty acid,omega-3-fatty-acid,150mg
ING004822,Cao nhân sâm,cao-nhan-sam,20mg
ING004823,Cao Linh chi,cao-linh-chi,20mg
ING004824,Lá Neem,la-neem,300mg
ING004825,Bột lá Việt quất xanh,bot-la-viet-quat-xanh,50mg
ING004826,Chiết xuất sò điệp,chiet-xuat-so-diep,24mg
ING004827,Y-amino-butyric acid,y-amino-butyric-acid,50mg
ING004828,Chùm ngây,chum-ngay,50mg
ING004829,Hoa hiên,hoa-hien,20mg
ING004830,Dầu cây Ban Âu,dau-cay-ban-au,2.5mg
ING004831,Hoa cúc vàng,hoa-cuc-vang,2mg
ING004832,Bột chiết xuất từ hạt đậu mèo rừng,bot-chiet-xuat-tu-hat-dau-meo-rung,2mg
ING004833,Lá la bố ma,la-la-bo-ma,1.5mg
ING004834,Chiết xuất lá rau đắng biển,chiet-xuat-la-rau-dang-bien,88mg
ING004835,Chiết xuất Đinh Lăng,chiet-xuat-dinh-lang,120mg
ING004836,Citicolin Natri,citicolin-natri,45mg
ING004837,docosa hexaenoic acid,docosa-hexaenoic-acid,100mg
ING004838,Dầu nhuyễn thể nam cực,dau-nhuyen-the-nam-cuc,500mg
ING004839,Dầu cá hồi,dau-ca-hoi,100mg
ING004840,Cao đinh lăng,cao-dinh-lang,230mg
ING004841,Cao Thăng ma,cao-thang-ma,150mg
ING004842,Bột chiết xuất Bacillus natto nuôi cấy,bot-chiet-xuat-bacillus-natto-nuoi-cay,100mg
ING004843,ALA,ala,110mg
ING004844,Cao khô bạch quả,cao-kho-bach-qua,30mg
ING004845,Blueberry Extract (4:1),blueberry-extract-41,100mg
ING004846,Lycoprin,lycoprin,288mg
ING004847,Chiết xuất cây xô thơm,chiet-xuat-cay-xo-thom,60mg
ING004848,Cao Sâm Ấn độ,cao-sam-an-do,30mg
ING004849,Hương thảo,huong-thao,20mg
ING004850,Blueberry,blueberry,100mg
ING004851,Cao Câu đằng,cao-cau-dang,30mg
ING004852,Cao Thiên ma,cao-thien-ma,25mg
ING004853,Cao Hà thủ ô đỏ,cao-ha-thu-o-do,15mg
ING004854,Cao Câu kỷ tử,cao-cau-ky-tu,15mg
ING004855,Cao Xà sàng tử,cao-xa-sang-tu,10mg
ING004856,Cao Nhục thung dung,cao-nhuc-thung-dung,10mg
ING004857,Phenylamine,phenylamine,5.9%
ING004858,Dầu hạt Lý chua đen,dau-hat-ly-chua-den,69.47g
ING004859,Mạn kinh tử,man-kinh-tu,300mg
ING004860,Cúc thơm,cuc-thom,60mg
ING004861,Dầu cá dạng bột,dau-ca-dang-bot,100mg
ING004862,Quercetin dihydrat,quercetin-dihydrat,4.48mg
ING004863,Chiết xuất tía tô đất (Melissa officinalis L.),chiet-xuat-tia-to-dat-melissa-officinalis-l,40mg
ING004864,"vitamin B5 (D-Pantothenat, canxi)",vitamin-b5-d-pantothenat-canxi,20mg
ING004865,đồng (đồng sunfat),dong-dong-sunfat,2mg
ING004866,chiết xuất táo (Malus domestica),chiet-xuat-tao-malus-domestica,300mg
ING004867,chiết xuất hạt kê (Panicum milliaceum L.),chiet-xuat-hat-ke-panicum-milliaceum-l,250mg
ING004868,chiết xuất cỏ đuôi ngựa (Equisetum arvense L.),chiet-xuat-co-duoi-ngua-equisetum-arvense-l,200mg
ING004869,Astaxanthin chiết xuất từ tảo,astaxanthin-chiet-xuat-tu-tao,10mg
ING004870,Mầm đậu tương,mam-dau-tuong,40mg
ING004871,chiết xuất nhau thai cừu,chiet-xuat-nhau-thai-cuu,75mg
ING004872,Collagen marin,collagen-marin,2400mcg
ING004873,N-Acetylglucosamine,n-acetylglucosamine,300mg
ING004874,Peptide collagen cá,peptide-collagen-ca,5000mg
ING004875,bột cà rốt,bot-ca-rot,57.14mg
ING004876,inlulin,inlulin,57.14mg
ING004877,Elastin,elastin,11.43mg
ING004878,bột hoa cúc tím,bot-hoa-cuc-tim,11.43mg
ING004879,chiết xuất bột vỏ thông đỏ,chiet-xuat-bot-vo-thong-do,45.71mg
ING004880,NMN (Nicotinamide Mononucleotide),nmn-nicotinamide-mononucleotide,300mg
ING004881,PQQ,pqq,20mg
ING004882,bột chiết xuất Nấm Agaricus,bot-chiet-xuat-nam-agaricus,10mg
ING004883,bột chiết xuất nấm men chứa cysteine peptide,bot-chiet-xuat-nam-men-chua-cysteine-peptide,4mg
ING004884,chiết xuất tổ yến,chiet-xuat-to-yen,2mg
ING004885,Ngọc trai,ngoc-trai,2mg
ING004886,Chiết xuất vỏ cây thông,chiet-xuat-vo-cay-thong,1mg
ING004887,Chiết xuất Nhũ hương,chiet-xuat-nhu-huong,80mg
ING004888,Glutathione dạng khử,glutathione-dang-khu,500mg
ING004889,Collagen thủy phân,collagen-thuy-phan,150mg
ING004890,Chiết xuất rễ Dương xỉ 4/1,chiet-xuat-re-duong-xi-41,100mg
ING004891,SkinAx2TM,skinax2tm,30mg
ING004892,Tinh chất nhau thai heo,tinh-chat-nhau-thai-heo,30mg
ING004893,Chiết xuất mầm sen,chiet-xuat-mam-sen,30mg
ING004894,Chiết xuất Resveratrol,chiet-xuat-resveratrol,30mg
ING004895,Tổ yến,to-yen,3mg
ING004896,Sodium,sodium,6.25mg
ING004897,L-ornithine hydrochloride,l-ornithine-hydrochloride,15mg
ING004898,Chiết xuất chùm ruột núi,chiet-xuat-chum-ruot-nui,200mg
ING004899,chiết xuất lựu,chiet-xuat-luu,200mg
ING004900,Chiết xuất hạt nho,chiet-xuat-hat-nho,40mg
ING004901,Chiết xuất tiêu đen,chiet-xuat-tieu-den,6mg
ING004902,Trắc bách diệp,trac-bach-diep,65mg
ING004903,Vừng đen,vung-den,100mg
ING004904,Bắc đậu căn,bac-dau-can,60mg
ING004905,Quyền sâm,quyen-sam,50mg
ING004906,D.Salina,dsalina,20mg
ING004907,Crom picolinat,crom-picolinat,1.04mcg
ING004908,Chiết xuất hạt lanh,chiet-xuat-hat-lanh,40mg
ING004909,Bột cỏ đuôi ngựa,bot-co-duoi-ngua,100mg
ING004910,Bột khoáng silic,bot-khoang-silic,50mg
ING004911,Cao gan,cao-gan,250mg
ING004912,Elastin peptid,elastin-peptid,10mg
ING004913,Acid hyaluronic,acid-hyaluronic,5mg
ING004914,Nấm bào ngư,nam-bao-ngu,111.10mg
ING004915,Nicotinic acid,nicotinic-acid,14mg
ING004916,Kế sữa,ke-sua,11.11mg
ING004917,Bột Tamogitake,bot-tamogitake,30mg
ING004918,Salacia reticulata,salacia-reticulata,20mg
ING004919,bột cỏ trường thọ,bot-co-truong-tho,2mg
ING004920,5-Aminolevulinic acid,5-aminolevulinic-acid,1.5mg
ING004921,Bột chiết xuất tảo Mozuku Okinawa,bot-chiet-xuat-tao-mozuku-okinawa,1mg
ING004922,Chiết xuất hạt đậu cô ve,chiet-xuat-hat-dau-co-ve,100mg
ING004923,Chiết xuất gỗ Pterocarpus Marsupium,chiet-xuat-go-pterocarpus-marsupium,50mg
ING004924,hạt Cỏ ca ri,hat-co-ca-ri,166mg
ING004925,Mướp đắng (Quả),muop-dang-qua,50mg
ING004926,cao sầu đâu,cao-sau-dau,150mg
ING004927,Cao dây thìa canh,cao-day-thia-canh,165mg
ING004928,Cao khô ráy gai,cao-kho-ray-gai,125mg
ING004929,Cao trái nhàu,cao-trai-nhau,125mg
ING004930,Nho,nho,1mg
ING004931,Chiết xuất nho,chiet-xuat-nho,
ING004932,Chiết xuất vỏ thông Pháp,chiet-xuat-vo-thong-phap,
ING004933,Quercetin,quercetin,12.50mg
ING004934,Monascus,monascus,6.25mg
ING004935,Bột vỏ hành tây,bot-vo-hanh-tay,
ING004936,Bột nấm ngưu chương chi,bot-nam-nguu-chuong-chi,50mg
ING004937,Red Yeast Rice Extract,red-yeast-rice-extract,500mg
ING004938,Tỏi đen,toi-den,10.5mg
ING004939,peptide cá mòi,peptide-ca-moi,84.3mg
ING004940,Sáp ong vàng,sap-ong-vang,
ING004941,Dầu lecithin đậu nành,dau-lecithin-dau-nanh,
ING004942,Cao Trầm,cao-tram,110mg
ING004943,Cây phỉ,cay-phi,180mg
ING004944,Cao lá đỏ ngọn,cao-la-do-ngon,100mg
ING004945,Bồ hoàng,bo-hoang,100mg
ING004946,Nần Vàng,nan-vang,300mg
ING004947,Actiso Sapa,actiso-sapa,70mg
ING004948,Bergamot,bergamot,35mg
ING004949,Chiết xuất sơn tra,chiet-xuat-son-tra,50mg
ING004950,Dầu Cá Biển,dau-ca-bien,2000mg
ING004951,Co-Q10,co-q10,3mg
ING004952,Crôm,crom,100mcg
ING004953,Tiểu hồi (Quả),tieu-hoi-qua,400mg
ING004954,Tổ kén cái,to-ken-cai,200mg
ING004955,Cối xay,coi-xay,150mg
ING004956,Cao cúc nhím,cao-cuc-nhim,500mg
ING004957,Thổ bối mẫu,tho-boi-mau,2g
ING004958,Cao hương nhu,cao-huong-nhu,2g
ING004959,Chiết xuất cây cối xay,chiet-xuat-cay-coi-xay,90mg
ING004960,Chiết xuất Marshmallow,chiet-xuat-marshmallow,90mg
ING004961,Chiết xuất Ice-land Moss,chiet-xuat-ice-land-moss,70mg
ING004962,Chiết xuất cỏ xạ hương,chiet-xuat-co-xa-huong,40mg
ING004963,Chiết xuất cây móng mèo,chiet-xuat-cay-mong-meo,20mg
ING004964,Dầu cây trà,dau-cay-tra,4.5mg
ING004965,Thì là,thi-la,420mg
ING004966,Hương đào nhân tạo,huong-dao-nhan-tao,210mg
ING004967,"Bưởi (Hoa, Lá, Vỏ)",buoi-hoa-la-vo,160mg
ING004968,Nano Cao xuyên tâm liên,nano-cao-xuyen-tam-lien,180mg
ING004969,Nano Cao gừng,nano-cao-gung,40mg
ING004970,Nano Cao húng chanh,nano-cao-hung-chanh,40mg
ING004971,Nano Cao lá thường xuân,nano-cao-la-thuong-xuan,10mg
ING004972,Chiết xuất từ hoa cúc La Mã,chiet-xuat-tu-hoa-cuc-la-ma,7.5mg
ING004973,Khoản đông hoa,khoan-dong-hoa,375mg
ING004974,Đạm trúc diệp,dam-truc-diep,100mg
ING004975,Lá tía tô,la-tia-to,80mg
ING004976,Khoản đông,khoan-dong,60mg
ING004977,Cao Bạch chỉ,cao-bach-chi,80mg
ING004978,Cao Cát cánh,cao-cat-canh,50mg
ING004979,Cao Hoàng cầm,cao-hoang-cam,50mg
ING004980,Chiết xuất Tổ kén tròn,chiet-xuat-to-ken-tron,50mg
ING004981,Peppermint,peppermint,5mg
ING004982,Slippery Elm Inner Bark,slippery-elm-inner-bark,50mg
ING004983,Feverfew Extract,feverfew-extract,75mg
ING004984,Butterbur Extract,butterbur-extract,75mg
ING004985,Propolis  Extract,propolis-extract,100mg
ING004986,Echinacea purpurea extract,echinacea-purpurea-extract,165mg
ING004987,Cỏ thơm,co-thom,150mg
ING004988,Vỏ cây du trơn,vo-cay-du-tron,100mg
ING004989,Rẻ quạt,re-quat,120mg
ING004990,Artiso,artiso,2.8
ING004991,Quất,quat,0.42
ING004992,Keo ong xanh Brazil,keo-ong-xanh-brazil,3.01mg
ING004993,S3-Elebosin,s3-elebosin,0.9g
ING004994,Lá thảo bản bông vàng,la-thao-ban-bong-vang,100mg
ING004995,Chiết xuất rễ cây hoàng kỳ,chiet-xuat-re-cay-hoang-ky,50mg
ING004996,Chiết xuất lá xuyên tâm liên,chiet-xuat-la-xuyen-tam-lien,50mg
ING004997,Chiết xuất khô cô đặc quả cơm cháy đen,chiet-xuat-kho-co-dac-qua-com-chay-den,9.53mg
ING004998,Chiết xuất khô cô đặc hoa cơm cháy đen,chiet-xuat-kho-co-dac-hoa-com-chay-den,6.25mg
ING004999,Marshmallow,marshmallow,25mg
ING005000,Cốt khí củ,cot-khi-cu,150mg
ING005001,cao AntidiCOPD,cao-antidicopd,350mg
ING005002,Lá hen,la-hen,50mg
ING005003,Cao vảy ốc,cao-vay-oc,50mg
ING005004,Cao cối xay,cao-coi-xay,150mg
ING005005,Quả tắc,qua-tac,12.5mg
ING005006,S3-selebosin,s3-selebosin,90mg
ING005007,Dịch chiết hoa Grindelia,dich-chiet-hoa-grindelia,7.5g
ING005008,Dịch chiết hoa Cúc bất tử,dich-chiet-hoa-cuc-bat-tu,5g
ING005009,Dịch chiết lá Mã đề,dich-chiet-la-ma-de,5g
ING005010,Tinh dầu thông,tinh-dau-thong,0.075g
ING005011,Tinh dầu hoa Húng tây,tinh-dau-hoa-hung-tay,0.5g
ING005012,Tiêu Lốt,tieu-lot,10mg
ING005013,Ngò rí,ngo-ri,3mg
ING005014,chiết xuất carum,chiet-xuat-carum,3mg
ING005015,Vàng Đắng,vang-dang,3mg
ING005016,Cang mai,cang-mai,2mg
ING005017,Magnesium phosphate,magnesium-phosphate,120mg
ING005018,Hồ đằng bốn cánh,ho-dang-bon-canh,100mg
ING005019,Canxi từ vỏ sò,canxi-tu-vo-so,1680mg
ING005020,Calci carbonate nano,calci-carbonate-nano,250mg
ING005021,Menaquinone MK7,menaquinone-mk7,12mcg
ING005022,Đường Fructose - Oligosaccharide,duong-fructose-oligosaccharide,100mg
ING005023,Canxi bisglycinate,canxi-bisglycinate,1000mg
ING005024,Glucosamin HCL,glucosamin-hcl,750mg
ING005025,Chondroitin sulfate sodium,chondroitin-sulfate-sodium,250mg
ING005026,Boswellia Serrata Extract,boswellia-serrata-extract,100mg
ING005027,Củ nghệ,cu-nghe,50mg
ING005028,Boron,boron,3mg
ING005029,Orotic Acid,orotic-acid,225mg
ING005030,Bột nấm bào ngư,bot-nam-bao-ngu,22.50mg
ING005031,Chiết xuất cá hồi,chiet-xuat-ca-hoi,5.62mg
ING005032,Lithothamnium Calcareum (canxi hữu cơ),lithothamnium-calcareum-canxi-huu-co,1200mg
ING005033,Canxi Tảo biển,canxi-tao-bien,100mg
ING005034,Men Selen,men-selen,20Mcg
ING005035,bột sụn vi cá mập,bot-sun-vi-ca-map,250mg
ING005036,Hoa hồng dại,hoa-hong-dai,2000mg
ING005037,Amalaki,amalaki,400mg
ING005038,Cherry,cherry,300mg
ING005039,Cao độc hoạt,cao-doc-hoat,70mg
ING005040,Cao Tang kí sinh,cao-tang-ki-sinh,60mg
ING005041,Cao Phòng phong,cao-phong-phong,20mg
ING005042,Cao thục địa,cao-thuc-dia,20mg
ING005043,sụn cá mập,sun-ca-map,1500mg
ING005044,Metyl Sulfonyl Metan,metyl-sulfonyl-metan,500mg
ING005045,Dolomite,dolomite,160mg
ING005046,Glucosamine HCl (từ tôm và cua),glucosamine-hcl-tu-tom-va-cua,1000mg
ING005047,Chi củ nâu,chi-cu-nau,120mg
ING005048,Cao rắn hổ mang,cao-ran-ho-mang,25mg
ING005049,Sụn vây cá mập,sun-vay-ca-map,35mg
ING005050,Cao thiên niên kiện,cao-thien-nien-kien,85mg
ING005051,Cao Cốt Toái Bổ,cao-cot-toai-bo,35mg
ING005052,Cao bạch hoa xà,cao-bach-hoa-xa,35mg
ING005053,Cao uy linh tiên,cao-uy-linh-tien,50mg
ING005054,Cao ngưu tất,cao-nguu-tat,80mg
ING005055,Cao kê huyết đằng,cao-ke-huyet-dang,150mg
ING005056,Lá sói rừng,la-soi-rung,450
ING005057,Chiết xuất ức gà non,chiet-xuat-uc-ga-non,40
ING005058,KGA1,kga1,20mg
ING005059,Caryotin,caryotin,70mg
ING005060,cao hy thiêm,cao-hy-thiem,38mg
ING005061,Chiết xuất bạch liễu,chiet-xuat-bach-lieu,250mg
ING005062,collagen tuýp 1,collagen-tuyp-1,80mg
ING005063,Mucopolysaccharides,mucopolysaccharides,440mg
